sample_id,crop_yield_last_year,current_stock_level,supply_chain_efficiency,import_dependency
158712,56,45,60,28
158713,95,97,74,20
158714,68,99,60,34
158715,64,49,99,17
158716,59,100,68,40
158717,97,24,90,37
158718,53,77,97,7
158719,87,26,95,15
158720,95,21,51,24
158721,91,23,81,37
158722,82,66,93,5
158723,55,57,67,27
158724,109,47,85,26
158725,101,73,65,20
158726,107,73,87,12
158727,74,68,99,6
158728,63,51,50,40
158729,87,77,88,6
158730,79,74,58,23
158731,101,37,85,39
158732,68,36,65,7
158733,69,54,58,30
158734,91,35,73,20
158735,62,62,54,34
158736,86,63,84,40
158737,53,87,91,10
158738,73,29,77,23
158739,52,72,50,12
158740,86,96,99,27
158741,91,30,58,7
158742,70,31,75,24
158743,92,50,65,10
158744,93,36,98,32
158745,66,61,86,26
158746,68,34,89,40
158747,72,83,63,24
158748,87,94,83,40
158749,56,35,88,39
158750,66,55,51,33
158751,76,35,98,5
158752,50,32,56,29
158753,109,67,60,13
158754,103,44,98,15
158755,55,65,96,34
158756,51,22,66,11
158757,97,92,97,36
158758,71,23,92,17
158759,84,82,65,23
158760,108,96,66,30
158761,53,99,96,38
158762,100,80,84,30
158763,109,92,78,21
158764,76,20,71,33
158765,87,34,53,31
158766,63,60,98,32
158767,64,84,84,34
158768,76,62,61,19
158769,107,41,100,9
158770,90,84,65,6
158771,97,74,61,26
158772,77,76,99,15
158773,110,40,96,5
158774,91,71,94,35
158775,101,45,96,36
158776,99,92,93,26
158777,80,95,77,13
158778,106,47,89,8
158779,82,88,68,32
158780,78,83,71,20
158781,64,35,76,5
158782,51,31,53,34
158783,80,68,73,40
158784,77,97,100,17
158785,91,72,87,16
158786,72,63,62,15
158787,83,76,60,22
158788,65,83,93,17
158789,78,29,62,23
158790,73,49,63,25
158791,77,23,97,19
158792,52,65,88,31
158793,53,86,51,36
158794,95,80,68,6
158795,83,68,84,17
158796,100,100,56,16
158797,74,92,83,27
158798,55,74,90,17
158799,55,67,82,18
158800,85,84,85,27
158801,91,61,80,23
158802,102,33,55,20
158803,87,72,100,27
158804,95,25,61,38
158805,95,44,92,15
158806,103,58,62,33
158807,51,27,51,20
158808,66,52,74,40
158809,110,20,61,9
158810,75,74,91,12
158811,108,61,55,17
158812,104,99,70,39
158813,58,90,79,38
158814,77,87,84,18
158815,86,56,65,20
158816,56,56,60,32
158817,108,37,52,23
158818,59,32,85,16
158819,73,42,75,8
158820,107,85,64,30
158821,87,62,54,20
158822,98,48,94,19
158823,83,99,76,33
158824,61,26,81,7
158825,93,26,51,12
158826,61,21,71,9
158827,78,60,76,18
158828,91,40,53,34
158829,87,41,91,37
158830,101,44,50,12
158831,109,60,95,31
158832,65,79,75,6
158833,78,29,88,27
158834,73,84,97,12
158835,69,45,71,23
158836,80,57,72,22
158837,78,38,83,11
158838,73,52,70,21
158839,77,28,67,7
158840,110,29,72,31
158841,86,52,86,22
158842,97,52,93,12
158843,60,28,50,27
158844,91,72,55,8
158845,99,37,85,23
158846,69,88,68,40
158847,66,68,57,11
158848,108,62,86,39
158849,89,100,69,10
158850,98,41,67,28
158851,50,72,52,33
158852,53,57,100,21
158853,93,34,86,6
158854,63,60,81,7
158855,105,72,68,12
158856,65,36,100,25
158857,68,54,75,32
158858,79,88,58,14
158859,64,20,56,6
158860,64,47,98,22
158861,91,77,89,12
158862,93,37,83,14
158863,95,96,54,10
158864,53,49,87,26
158865,107,34,68,16
158866,57,52,81,13
158867,79,28,83,39
158868,107,39,84,34
158869,73,85,91,19
158870,104,79,86,29
158871,97,74,71,6
158872,108,23,57,22
158873,108,78,95,17
158874,69,67,95,35
158875,98,66,72,8
158876,98,38,84,27
158877,51,65,99,25
158878,57,95,61,24
158879,105,26,84,34
158880,52,31,86,31
158881,110,20,77,40
158882,92,43,73,14
158883,103,58,67,37
158884,101,32,96,36
158885,105,51,70,39
158886,68,57,77,39
158887,77,57,81,10
158888,70,39,65,39
158889,89,99,79,9
158890,53,72,87,32
158891,68,65,51,6
158892,83,74,54,15
158893,65,40,53,13
158894,69,63,60,15
158895,70,86,91,27
158896,81,25,79,21
158897,69,99,64,28
158898,106,37,63,35
158899,82,22,88,31
158900,76,91,97,40
158901,105,75,59,40
158902,96,55,83,14
158903,103,80,51,25
158904,80,47,61,15
158905,103,54,67,17
158906,70,54,77,31
158907,92,54,71,39
158908,109,61,68,12
158909,96,87,64,34
158910,86,25,76,29
158911,66,73,82,15
158912,64,98,88,34
158913,84,85,59,34
158914,55,34,62,13
158915,86,26,50,29
158916,106,63,81,37
158917,68,94,56,22
158918,85,45,91,24
158919,91,20,54,17
158920,97,65,67,10
158921,52,72,99,11
158922,60,41,72,9
158923,100,94,81,17
158924,63,44,72,30
158925,87,44,85,37
158926,60,82,57,27
158927,100,96,81,11
158928,100,71,85,7
158929,79,53,64,10
158930,65,47,90,15
158931,61,75,57,20
158932,94,77,79,10
158933,73,60,64,40
158934,64,77,91,21
158935,90,31,99,26
158936,92,52,78,37
158937,69,26,79,22
158938,79,68,74,24
158939,101,82,99,19
158940,87,90,95,40
158941,60,84,54,39
158942,59,38,82,37
158943,62,32,55,25
158944,91,96,70,29
158945,105,96,85,12
158946,72,33,100,26
158947,84,74,88,29
158948,53,23,74,31
158949,87,87,82,7
158950,96,71,81,20
158951,80,96,88,38
158952,103,99,81,9
158953,67,57,77,35
158954,52,88,94,35
158955,71,72,96,11
158956,91,74,52,17
158957,64,71,71,27
158958,55,66,77,20
158959,106,76,94,9
158960,62,79,57,5
158961,95,38,51,34
158962,55,75,72,39
158963,68,85,63,33
158964,64,39,70,30
158965,60,75,80,20
158966,99,29,94,16
158967,82,65,93,14
158968,108,23,90,39
158969,51,23,71,23
158970,110,61,65,18
158971,107,33,66,38
158972,103,86,56,39
158973,50,41,77,16
158974,76,96,68,15
158975,95,55,90,12
158976,99,82,54,6
158977,82,57,71,24
158978,99,36,69,11
158979,61,36,90,37
158980,51,45,70,35
158981,54,57,75,18
158982,95,91,99,20
158983,50,52,79,29
158984,73,75,54,32
158985,73,29,96,31
158986,53,97,52,25
158987,80,64,97,8
158988,56,44,99,26
158989,92,28,99,20
158990,87,58,74,24
158991,72,32,95,13
158992,62,44,90,38
158993,92,32,95,33
158994,109,33,68,8
158995,73,43,95,17
158996,80,93,70,40
158997,97,81,65,19
158998,78,86,97,25
158999,98,63,60,20
159000,68,97,72,5
159001,58,70,56,5
159002,53,52,97,5
159003,103,57,85,23
159004,76,88,72,9
159005,99,52,88,30
159006,56,85,84,26
159007,65,70,86,22
159008,84,88,97,10
159009,68,23,99,38
159010,67,65,77,12
159011,110,93,87,27
159012,103,89,53,5
159013,75,22,77,32
159014,64,33,85,16
159015,97,51,77,16
159016,95,57,92,37
159017,101,73,79,32
159018,66,71,90,36
159019,79,45,94,32
159020,56,41,67,28
159021,65,43,55,9
159022,104,24,87,21
159023,91,80,97,36
159024,57,42,77,10
159025,54,90,50,6
159026,73,100,86,15
159027,103,84,68,20
159028,104,55,100,14
159029,54,52,67,14
159030,95,89,60,24
159031,57,49,76,7
159032,100,56,66,28
159033,105,88,77,38
159034,98,26,80,39
159035,58,28,88,7
159036,67,96,78,39
159037,98,76,85,20
159038,58,92,82,36
159039,101,28,68,38
159040,75,60,84,11
159041,68,52,72,12
159042,89,46,64,23
159043,93,21,68,17
159044,79,34,80,37
159045,50,55,96,33
159046,88,66,56,32
159047,85,21,58,23
159048,94,93,66,14
159049,58,78,69,6
159050,82,52,85,40
159051,90,71,95,36
159052,105,47,92,31
159053,97,84,75,26
159054,64,32,77,5
159055,70,53,80,35
159056,83,81,65,31
159057,83,36,68,28
159058,110,99,57,15
159059,90,31,58,38
159060,92,91,97,16
159061,68,68,92,8
159062,60,61,91,39
159063,83,25,88,20
159064,56,30,94,10
159065,72,52,51,30
159066,105,79,60,20
159067,59,22,99,15
159068,82,31,77,35
159069,52,81,72,9
159070,94,97,65,27
159071,83,95,95,17
159072,93,41,83,33
159073,110,51,51,6
159074,74,36,90,13
159075,61,80,58,26
159076,108,87,87,18
159077,94,54,84,14
159078,103,86,62,36
159079,57,70,84,23
159080,52,76,55,24
159081,110,100,91,29
159082,107,42,79,34
159083,105,53,79,18
159084,60,68,93,30
159085,57,95,52,38
159086,95,55,95,32
159087,74,69,84,20
159088,72,46,66,28
159089,82,57,95,14
159090,67,93,79,16
159091,68,82,95,39
159092,56,24,53,40
159093,98,93,87,36
159094,96,29,94,5
159095,56,93,92,21
159096,54,73,56,7
159097,64,82,63,27
159098,90,55,72,32
159099,77,99,53,28
159100,58,100,100,21
159101,97,22,88,37
159102,87,52,61,18
159103,101,72,100,36
159104,96,92,77,15
159105,107,25,50,29
159106,108,67,63,16
159107,55,87,60,9
159108,73,42,68,34
159109,62,61,100,5
159110,84,66,73,32
159111,97,37,81,12
159112,69,20,75,37
159113,86,68,95,20
159114,109,22,85,35
159115,80,85,62,32
159116,58,82,92,26
159117,78,98,84,33
159118,65,94,85,27
159119,56,90,84,40
159120,91,78,64,7
159121,88,27,100,21
159122,91,86,88,16
159123,83,78,100,10
159124,71,33,71,11
159125,96,24,50,23
159126,59,37,85,36
159127,69,88,80,22
159128,103,88,91,22
159129,89,45,89,6
159130,74,33,61,17
159131,67,45,69,25
159132,55,62,85,8
159133,79,83,94,40
159134,81,37,69,9
159135,71,79,95,18
159136,101,24,77,25
159137,102,52,79,19
159138,66,28,95,21
159139,106,43,99,13
159140,98,72,60,19
159141,64,49,54,10
159142,100,88,58,17
159143,54,36,81,36
159144,58,20,89,5
159145,110,99,66,12
159146,62,28,97,9
159147,97,28,61,9
159148,107,23,57,16
159149,106,53,85,35
159150,65,100,76,32
159151,64,42,81,28
159152,82,69,80,26
159153,69,32,81,26
159154,104,80,57,31
159155,86,81,75,28
159156,58,95,98,34
159157,103,47,56,39
159158,63,55,82,29
159159,66,68,58,22
159160,53,66,95,34
159161,50,84,88,11
159162,107,95,51,24
159163,75,57,52,5
159164,99,40,88,17
159165,110,87,66,33
159166,105,36,70,14
159167,108,100,58,24
159168,108,77,94,24
159169,106,48,50,36
159170,108,23,68,19
159171,108,91,81,13
159172,72,71,71,33
159173,105,70,95,37
159174,77,34,85,18
159175,84,53,50,33
159176,104,52,89,26
159177,96,64,63,26
159178,69,96,64,27
159179,65,54,91,29
159180,80,95,80,35
159181,101,89,98,28
159182,62,72,100,35
159183,60,70,81,31
159184,72,100,71,37
159185,57,61,93,20
159186,62,51,97,36
159187,64,44,55,29
159188,62,94,68,34
159189,57,64,71,12
159190,73,48,57,31
159191,55,61,75,27
159192,59,43,68,40
159193,64,44,61,9
159194,60,31,91,33
159195,103,40,66,5
159196,100,60,84,7
159197,96,93,54,14
159198,58,70,51,6
159199,88,57,80,39
159200,101,88,82,19
159201,66,76,52,18
159202,78,91,71,9
159203,106,94,69,9
159204,93,21,100,7
159205,78,87,56,37
159206,81,64,55,36
159207,58,68,64,14
159208,78,94,96,8
159209,62,75,81,6
159210,61,81,72,6
159211,58,31,56,24
159212,63,90,57,35
159213,74,77,72,33
159214,55,95,72,12
159215,52,77,74,31
159216,83,47,51,26
159217,66,78,53,16
159218,108,79,63,12
159219,70,21,51,33
159220,106,60,91,20
159221,106,56,98,7
159222,56,87,76,9
159223,98,74,85,9
159224,108,45,97,36
159225,84,60,84,21
159226,84,85,80,15
159227,55,52,68,22
159228,97,67,59,24
159229,61,96,60,39
159230,62,63,90,40
159231,99,20,96,5
159232,75,70,89,19
159233,64,85,84,21
159234,107,25,81,39
159235,84,34,75,5
159236,97,31,80,34
159237,69,76,90,22
159238,78,64,78,36
159239,72,22,64,7
159240,65,31,51,10
159241,100,40,80,35
159242,99,58,77,24
159243,84,43,62,37
159244,99,70,88,19
159245,53,47,82,24
159246,95,23,58,25
159247,68,71,67,33
159248,103,52,93,9
159249,58,81,92,22
159250,57,31,66,29
159251,85,40,81,17
159252,74,33,68,23
159253,55,60,73,25
159254,50,39,71,25
159255,97,58,56,13
159256,71,24,50,37
159257,52,76,69,36
159258,107,95,84,31
159259,53,20,73,16
159260,62,59,52,33
159261,78,59,80,25
159262,71,90,82,6
159263,95,58,75,35
159264,60,71,58,40
159265,87,27,52,36
159266,97,77,77,11
159267,108,54,96,24
159268,85,81,85,24
159269,97,73,50,38
159270,73,91,53,5
159271,106,36,98,37
159272,109,43,79,35
159273,65,57,52,26
159274,69,34,78,36
159275,106,59,68,37
159276,77,22,89,32
159277,75,91,92,28
159278,69,36,82,27
159279,72,26,89,30
159280,90,81,67,21
159281,107,45,68,8
159282,86,52,51,22
159283,71,49,65,22
159284,85,73,70,11
159285,104,83,70,13
159286,65,20,87,39
159287,104,24,88,9
159288,70,76,83,11
159289,61,50,85,39
159290,89,98,93,22
159291,101,96,90,6
159292,106,34,51,25
159293,86,74,52,10
159294,73,65,58,11
159295,57,99,54,16
159296,89,49,51,8
159297,65,44,80,20
159298,69,29,69,12
159299,55,67,58,22
159300,77,94,97,24
159301,57,34,91,5
159302,99,34,82,9
159303,70,63,98,10
159304,78,81,98,35
159305,80,28,65,38
159306,86,87,89,6
159307,108,80,96,11
159308,68,24,72,7
159309,99,23,76,22
159310,76,95,51,23
159311,56,64,69,35
159312,97,67,84,21
159313,67,29,62,39
159314,106,23,89,24
159315,80,78,76,24
159316,107,48,63,27
159317,63,47,74,36
159318,60,26,60,28
159319,55,45,68,24
159320,109,37,74,15
159321,90,29,100,31
159322,100,81,60,24
159323,97,59,84,37
159324,88,29,51,37
159325,78,85,75,27
159326,67,58,64,32
159327,106,56,85,40
159328,80,78,59,24
159329,77,92,86,17
159330,78,64,56,28
159331,72,92,100,7
159332,54,57,76,19
159333,52,64,87,14
159334,87,51,98,11
159335,57,81,69,38
159336,105,38,97,16
159337,97,82,93,35
159338,80,23,50,8
159339,52,94,79,27
159340,110,45,98,29
159341,102,77,68,32
159342,69,66,52,23
159343,99,36,68,9
159344,103,50,59,18
159345,58,97,100,11
159346,94,74,63,28
159347,84,82,60,32
159348,57,95,85,37
159349,107,59,85,29
159350,71,98,71,28
159351,89,92,77,28
159352,65,27,51,24
159353,78,59,56,18
159354,79,74,71,21
159355,107,66,85,40
159356,88,33,90,15
159357,98,86,97,39
159358,101,90,56,28
159359,89,93,92,25
159360,94,79,94,9
159361,89,84,77,8
159362,91,99,86,15
159363,93,51,60,16
159364,87,34,62,8
159365,103,31,57,28
159366,87,27,62,31
159367,66,30,59,36
159368,68,37,55,40
159369,79,93,79,22
159370,71,66,51,39
159371,71,74,100,18
159372,71,37,83,32
159373,55,32,61,5
159374,85,64,69,20
159375,72,94,99,21
159376,64,34,77,27
159377,58,25,51,6
159378,54,87,85,29
159379,88,31,56,32
159380,67,34,96,30
159381,90,75,79,38
159382,106,38,58,40
159383,92,75,64,31
159384,60,75,68,11
159385,93,68,82,7
159386,95,81,80,23
159387,93,33,58,40
159388,106,58,78,18
159389,55,33,71,12
159390,105,25,73,7
159391,97,97,50,17
159392,90,30,50,14
159393,62,32,81,25
159394,58,60,54,6
159395,68,55,76,18
159396,100,63,99,16
159397,85,98,94,26
159398,83,40,55,15
159399,63,35,75,29
159400,87,35,99,7
159401,61,52,68,37
159402,58,73,54,24
159403,85,37,53,17
159404,93,24,82,7
159405,99,39,92,31
159406,107,33,66,33
159407,106,100,55,11
159408,102,27,72,11
159409,90,37,60,15
159410,54,47,82,21
159411,105,92,60,22
159412,56,60,86,20
159413,80,77,64,37
159414,64,68,96,16
159415,67,75,86,35
159416,107,100,73,28
159417,55,83,56,10
159418,96,83,93,16
159419,90,36,91,20
159420,95,88,62,18
159421,92,28,64,23
159422,59,97,84,19
159423,74,87,84,12
159424,72,57,94,31
159425,63,20,83,35
159426,79,60,69,29
159427,74,40,64,27
159428,50,73,76,7
159429,86,91,69,39
159430,65,32,57,5
159431,58,22,59,25
159432,71,92,80,38
159433,90,50,88,15
159434,54,82,64,19
159435,104,39,64,23
159436,94,59,95,14
159437,98,60,95,9
159438,99,63,67,23
159439,99,36,85,13
159440,56,28,69,38
159441,82,91,59,11
159442,81,97,68,30
159443,81,47,64,12
159444,101,23,70,26
159445,61,62,81,20
159446,66,91,78,21
159447,74,30,84,7
159448,96,25,70,21
159449,78,28,93,16
159450,57,58,76,27
159451,90,27,52,29
159452,99,28,71,29
159453,94,30,78,9
159454,80,33,86,32
159455,58,98,99,30
159456,74,49,71,29
159457,108,82,63,24
159458,87,48,80,29
159459,79,34,84,39
159460,68,90,74,17
159461,109,86,73,27
159462,86,86,86,26
159463,70,54,74,32
159464,87,58,66,39
159465,98,94,71,14
159466,84,49,71,37
159467,73,92,95,15
159468,109,20,83,14
159469,86,57,53,6
159470,51,22,81,10
159471,76,84,59,14
159472,78,50,73,5
159473,87,58,72,16
159474,75,61,66,28
159475,62,95,75,16
159476,103,22,83,24
159477,79,29,68,21
159478,92,20,82,36
159479,102,41,60,21
159480,85,20,56,28
159481,91,49,68,21
159482,53,51,70,13
159483,57,69,81,29
159484,80,51,55,9
159485,69,57,87,23
159486,108,95,78,23
159487,85,93,98,17
159488,91,79,69,5
159489,93,81,65,11
159490,66,78,94,35
159491,58,31,96,37
159492,87,43,78,34
159493,57,70,94,16
159494,65,36,94,7
159495,105,56,85,16
159496,57,58,74,38
159497,88,26,100,10
159498,83,31,67,24
159499,70,22,65,38
159500,57,23,66,39
159501,70,74,91,5
159502,105,26,78,26
159503,99,21,73,23
159504,107,70,83,16
159505,51,63,85,33
159506,87,93,66,20
159507,85,85,53,29
159508,56,96,64,7
159509,97,53,85,25
159510,84,20,82,11
159511,83,27,91,22
159512,88,74,91,19
159513,99,81,65,21
159514,52,97,82,32
159515,67,79,94,13
159516,67,62,78,10
159517,96,69,76,37
159518,71,65,85,33
159519,53,21,51,15
159520,59,47,95,18
159521,53,43,60,22
159522,80,45,51,11
159523,71,79,86,16
159524,95,92,92,11
159525,103,82,66,7
159526,65,43,66,17
159527,54,66,75,17
159528,81,56,65,11
159529,58,83,100,20
159530,78,59,95,37
159531,84,46,79,8
159532,102,37,71,21
159533,73,34,80,29
159534,59,61,66,17
159535,104,65,56,38
159536,105,22,88,28
159537,90,44,94,16
159538,88,90,75,38
159539,54,55,82,11
159540,57,45,91,17
159541,85,22,78,28
159542,64,20,62,19
159543,59,53,52,36
159544,62,67,88,26
159545,109,49,88,18
159546,98,46,66,24
159547,89,78,80,18
159548,52,70,93,7
159549,74,47,92,5
159550,62,96,93,18
159551,66,36,72,34
159552,96,95,85,21
159553,56,80,56,30
159554,80,28,61,21
159555,83,26,56,33
159556,70,76,81,35
159557,98,94,85,31
159558,81,92,65,23
159559,53,23,84,11
159560,69,84,65,16
159561,63,87,58,20
159562,99,81,92,12
159563,70,59,89,21
159564,101,75,71,24
159565,74,100,68,39
159566,73,94,56,6
159567,65,63,60,36
159568,98,94,59,11
159569,59,45,68,19
159570,99,22,71,6
159571,78,94,66,31
159572,80,36,64,22
159573,55,24,87,12
159574,80,91,97,16
159575,106,67,55,34
159576,56,94,77,15
159577,61,85,65,30
159578,76,74,54,37
159579,99,55,96,38
159580,108,46,80,20
159581,91,53,92,37
159582,60,98,68,20
159583,104,92,92,9
159584,69,78,50,9
159585,102,99,97,40
159586,106,60,78,30
159587,67,25,52,16
159588,72,91,91,15
159589,105,97,60,19
159590,110,50,65,6
159591,66,100,60,28
159592,72,99,70,29
159593,61,80,52,40
159594,107,59,70,36
159595,102,57,68,28
159596,107,36,100,34
159597,95,61,62,28
159598,71,68,83,12
159599,59,47,92,24
159600,59,76,93,21
159601,70,59,60,35
159602,75,61,51,38
159603,80,24,66,15
159604,90,39,61,18
159605,91,42,74,8
159606,75,51,57,25
159607,52,58,100,16
159608,66,99,97,15
159609,79,76,89,12
159610,60,69,71,5
159611,62,69,75,28
159612,73,47,70,11
159613,89,87,87,19
159614,81,63,69,36
159615,87,40,89,16
159616,85,73,100,11
159617,71,26,85,39
159618,55,76,57,5
159619,61,82,65,12
159620,50,31,90,37
159621,75,34,58,31
159622,88,24,54,40
159623,66,83,66,37
159624,68,96,59,30
159625,98,66,100,31
159626,87,55,93,11
159627,109,26,80,10
159628,100,51,67,12
159629,104,31,64,28
159630,108,82,63,16
159631,109,77,70,26
159632,61,83,96,27
159633,87,100,63,12
159634,53,95,69,37
159635,110,28,88,5
159636,87,57,62,20
159637,74,59,63,37
159638,84,21,67,21
159639,66,45,76,5
159640,101,20,98,24
159641,76,34,62,22
159642,64,55,85,33
159643,70,86,91,35
159644,85,97,88,37
159645,86,67,77,22
159646,55,87,69,31
159647,104,55,98,32
159648,105,70,93,18
159649,55,57,70,15
159650,65,31,84,25
159651,53,57,72,20
159652,102,100,59,24
159653,102,89,83,34
159654,105,59,99,29
159655,88,43,58,26
159656,105,100,87,14
159657,83,85,64,9
159658,92,27,97,36
159659,58,53,74,24
159660,76,59,56,18
159661,91,88,98,34
159662,103,51,50,28
159663,76,50,81,35
159664,76,44,68,24
159665,100,61,86,36
159666,76,82,59,19
159667,79,35,77,12
159668,99,66,73,29
159669,55,67,62,23
159670,70,99,78,6
159671,101,67,89,25
159672,59,88,86,18
159673,69,33,51,27
159674,98,84,61,36
159675,77,38,90,32
159676,74,40,85,32
159677,98,94,50,32
159678,95,81,78,29
159679,83,25,89,17
159680,103,76,85,29
159681,103,83,92,23
159682,71,81,95,40
159683,99,46,71,14
159684,74,32,80,29
159685,97,82,80,23
159686,85,77,90,25
159687,71,20,93,11
159688,89,92,99,37
159689,101,32,92,36
159690,105,70,81,28
159691,88,87,92,23
159692,55,50,53,33
159693,58,64,73,20
159694,98,78,57,11
159695,61,42,57,24
159696,83,83,64,9
159697,72,56,50,33
159698,76,71,97,21
159699,95,53,82,19
159700,91,25,61,29
159701,56,46,92,17
159702,78,100,57,19
159703,69,71,50,15
159704,58,97,58,11
159705,104,33,54,28
159706,79,52,98,9
159707,109,90,74,12
159708,100,89,55,26
159709,72,29,86,10
159710,60,94,63,29
159711,64,42,63,36
159712,100,76,78,24
159713,94,96,87,11
159714,54,33,81,15
159715,84,80,57,9
159716,76,47,80,7
159717,71,41,88,16
159718,93,29,88,13
159719,76,40,50,33
159720,110,74,78,30
159721,54,75,60,37
159722,88,34,69,14
159723,54,49,52,13
159724,53,86,54,5
159725,97,38,92,34
159726,53,24,87,29
159727,59,63,65,17
159728,54,94,72,7
159729,109,95,95,6
159730,75,98,76,39
159731,87,77,72,19
159732,95,96,90,9
159733,82,87,63,32
159734,74,65,61,14
159735,89,73,98,12
159736,85,54,58,15
159737,66,21,81,23
159738,63,22,89,17
159739,92,76,99,17
159740,92,45,82,7
159741,82,66,84,16
159742,71,59,62,24
159743,87,40,86,6
159744,65,46,56,39
159745,101,99,87,38
159746,78,73,80,7
159747,91,64,91,6
159748,76,64,76,29
159749,53,69,72,32
159750,108,74,55,14
159751,82,72,58,30
159752,72,24,94,37
159753,99,65,53,25
159754,89,47,97,5
159755,63,23,91,22
159756,107,70,61,28
159757,91,54,65,5
159758,92,80,85,23
159759,74,67,68,30
159760,105,73,60,38
159761,92,89,78,6
159762,67,39,98,25
159763,70,90,75,26
159764,105,50,82,19
159765,87,50,54,17
159766,98,49,74,20
159767,99,25,82,35
159768,58,95,58,14
159769,55,27,85,13
159770,52,32,83,32
159771,92,60,85,23
159772,54,39,57,11
159773,57,59,88,16
159774,108,43,74,32
159775,74,38,55,21
159776,105,84,52,14
159777,82,40,97,21
159778,94,29,81,37
159779,81,35,85,39
159780,72,20,81,35
159781,92,33,60,27
159782,57,67,75,40
159783,92,47,55,20
159784,78,50,69,27
159785,68,32,100,13
159786,83,64,58,30
159787,109,71,100,21
159788,51,69,87,30
159789,51,60,69,24
159790,107,76,69,12
159791,87,82,83,11
159792,98,72,87,38
159793,74,92,94,36
159794,101,30,59,9
159795,69,28,85,27
159796,87,37,66,13
159797,69,90,84,11
159798,78,95,91,37
159799,81,35,89,21
159800,86,21,52,31
159801,98,45,78,37
159802,80,81,94,19
159803,77,23,69,24
159804,63,46,74,26
159805,54,55,79,19
159806,52,40,65,6
159807,74,76,59,36
159808,87,33,70,30
159809,83,73,95,23
159810,96,41,78,13
159811,56,53,84,10
159812,70,80,76,35
159813,106,66,78,28
159814,86,56,100,32
159815,82,26,51,32
159816,95,39,95,40
159817,63,38,57,35
159818,50,55,72,31
159819,90,39,66,32
159820,80,35,85,20
159821,70,51,62,27
159822,72,67,77,22
159823,86,57,58,29
159824,99,68,70,30
159825,52,27,91,31
159826,68,31,71,27
159827,106,20,55,17
159828,72,63,62,24
159829,108,24,75,28
159830,104,78,51,19
159831,100,21,76,5
159832,90,67,55,10
159833,97,91,50,28
159834,92,25,56,34
159835,77,38,88,19
159836,81,99,100,32
159837,68,55,62,34
159838,98,37,62,20
159839,65,60,55,30
159840,55,29,97,12
159841,105,90,61,10
159842,55,21,52,7
159843,53,25,86,27
159844,69,65,77,13
159845,92,27,84,24
159846,96,30,79,37
159847,74,53,86,15
159848,72,44,85,11
159849,68,43,94,9
159850,57,52,98,30
159851,74,22,55,23
159852,93,26,88,32
159853,110,78,67,28
159854,96,84,58,21
159855,72,20,92,7
159856,71,48,55,19
159857,106,81,68,36
159858,89,74,90,27
159859,89,33,71,9
159860,61,71,97,7
159861,110,66,94,12
159862,54,45,57,35
159863,99,50,61,6
159864,88,87,94,27
159865,82,33,63,32
159866,62,68,51,23
159867,67,20,78,27
159868,50,71,90,38
159869,72,34,69,27
159870,72,44,83,33
159871,54,66,53,28
159872,87,83,59,35
159873,58,64,79,27
159874,94,58,87,23
159875,72,69,73,5
159876,105,89,99,39
159877,84,86,58,27
159878,82,25,90,23
159879,98,86,65,28
159880,76,39,76,21
159881,56,23,85,33
159882,63,67,100,10
159883,103,33,100,5
159884,61,43,57,17
159885,86,41,84,25
159886,74,45,76,30
159887,77,70,60,7
159888,100,29,51,7
159889,66,58,71,31
159890,107,35,90,37
159891,83,48,98,10
159892,76,36,85,24
159893,90,25,75,25
159894,79,68,56,29
159895,108,48,53,22
159896,59,53,100,24
159897,72,81,93,20
159898,109,72,55,27
159899,54,20,63,9
159900,72,49,72,31
159901,52,47,71,22
159902,66,36,78,9
159903,97,27,61,29
159904,73,47,62,29
159905,59,66,86,36
159906,82,94,81,23
159907,71,45,83,40
159908,92,56,51,33
159909,84,91,99,24
159910,55,50,53,39
159911,88,49,72,32
159912,50,45,92,16
159913,79,93,60,38
159914,65,46,59,15
159915,109,80,64,37
159916,75,79,66,10
159917,79,94,64,17
159918,70,79,71,24
159919,70,79,69,26
159920,87,66,76,6
159921,107,92,64,23
159922,57,76,77,24
159923,67,73,84,36
159924,72,80,86,7
159925,94,48,51,15
159926,85,71,55,18
159927,62,45,99,24
159928,81,92,66,33
159929,102,98,79,11
159930,90,28,83,22
159931,75,22,55,34
159932,74,39,97,31
159933,109,45,89,8
159934,68,77,60,37
159935,108,55,83,9
159936,76,94,76,20
159937,109,55,73,40
159938,98,64,86,20
159939,65,27,61,33
159940,60,69,57,37
159941,79,58,75,26
159942,75,24,90,37
159943,107,82,86,10
159944,98,46,50,31
159945,68,90,78,7
159946,85,20,84,32
159947,91,25,52,31
159948,79,68,73,38
159949,104,83,55,30
159950,79,30,64,19
159951,67,24,92,25
159952,70,66,50,33
159953,91,80,82,34
159954,93,23,77,33
159955,83,87,98,29
159956,60,63,76,6
159957,106,33,99,37
159958,77,67,65,19
159959,100,32,55,27
159960,56,44,59,23
159961,92,89,72,35
159962,54,73,95,26
159963,74,34,98,8
159964,72,48,62,33
159965,90,34,83,19
159966,59,60,88,6
159967,78,32,53,15
159968,99,51,88,7
159969,80,65,73,7
159970,54,69,54,7
159971,92,49,57,22
159972,57,80,54,12
159973,77,63,67,31
159974,94,96,82,37
159975,101,58,86,12
159976,53,91,78,23
159977,58,48,57,25
159978,82,54,75,20
159979,95,71,69,9
159980,86,64,55,17
