sample_id,roads_needing_repair,water_supply_level,sewer_system_health,emergency_response_time,pending_maintenance_tasks
18090,30,69.03,89.49,6.83,17
18091,18,61.53,94.37,10.76,18
18092,33,88.25,65.28,15.68,14
18093,25,86.45,62.79,16.26,11
18094,47,81.88,90.33,14.21,69
18095,43,50.96,77.68,7.96,15
18096,41,47.43,90.3,13.27,50
18097,43,87.36,97.4,8.37,68
18098,45,71.9,91.28,7.39,41
18099,42,76.73,71.89,20.33,24
18100,11,42.75,65.68,5.24,10
18101,23,90.05,70.66,18.38,26
18102,49,96.51,73.33,18.06,23
18103,28,91.6,78.01,24.31,30
18104,17,56.33,81.55,9.72,26
18105,28,74.75,75.5,7.62,48
18106,14,45.44,71.28,23.62,14
18107,10,53.14,66.86,10.06,69
18108,27,64.39,67.62,11.68,30
18109,19,96.04,97.43,10.2,42
18110,6,44.43,99.63,18.61,16
18111,31,63.75,84.73,8.65,41
18112,14,77.87,87.6,23.36,39
18113,30,28.9,68.92,21.98,43
18114,43,51.56,67.92,5.54,62
18115,14,21.31,74.63,22.88,37
18116,49,35.25,61.59,21.85,69
18117,24,83.5,69.82,6.65,19
18118,31,60.89,92.87,16.22,53
18119,12,94.01,79.65,12.11,14
18120,8,44.41,69.52,11.31,17
18121,34,83.73,73.74,24.41,39
18122,31,50.72,77.01,11.8,19
18123,6,51.44,65.05,10.72,32
18124,47,43.35,94.65,19.35,66
18125,14,43.73,67.0,24.92,10
18126,12,47.67,68.06,21.99,39
18127,12,97.05,71.45,23.29,35
18128,21,52.99,91.69,7.02,34
18129,29,65.88,70.08,16.25,39
18130,15,62.58,84.24,18.63,32
18131,40,38.45,97.02,7.66,36
18132,14,98.86,82.54,9.5,61
18133,42,47.45,86.82,13.25,43
18134,21,71.05,75.06,10.75,45
18135,17,26.69,80.35,12.33,24
18136,26,66.18,71.85,5.58,34
18137,23,88.17,75.56,8.17,37
18138,11,57.39,68.9,7.71,28
18139,50,60.9,72.12,7.51,18
18140,14,22.41,78.88,20.08,28
18141,37,99.92,78.82,7.77,62
18142,27,26.49,68.77,20.79,43
18143,50,44.76,65.85,13.61,23
18144,24,25.81,93.17,7.3,45
18145,45,85.49,91.85,24.66,30
18146,13,86.21,73.31,18.18,11
18147,39,44.73,68.08,11.58,23
18148,12,92.92,90.76,19.24,17
18149,11,73.1,89.08,13.34,50
18150,42,77.49,67.18,5.67,58
18151,19,26.34,98.55,14.6,61
18152,20,47.84,96.13,23.32,13
18153,49,90.93,91.67,14.57,66
18154,18,94.1,98.57,7.91,52
18155,20,49.08,78.81,10.09,20
18156,35,38.0,61.23,6.06,64
18157,15,51.25,94.29,13.84,38
18158,41,87.21,77.94,6.91,34
18159,29,28.56,84.47,7.65,14
18160,33,69.74,82.6,22.28,23
18161,21,42.93,93.13,16.78,56
18162,13,74.07,60.27,15.32,49
18163,8,66.22,79.26,22.52,57
18164,40,40.03,67.28,9.01,33
18165,21,39.99,78.69,16.64,44
18166,20,49.95,71.9,11.78,63
18167,23,50.05,99.7,23.47,24
18168,16,69.15,64.91,22.33,50
18169,35,96.82,80.05,19.52,45
18170,39,20.75,91.09,16.38,43
18171,30,96.38,86.52,8.75,59
18172,22,25.51,95.94,9.51,57
18173,46,79.39,73.7,19.15,27
18174,13,89.81,87.43,18.35,52
18175,44,22.45,70.51,13.51,56
18176,39,53.6,67.82,14.05,43
18177,5,20.06,88.82,13.79,27
18178,49,81.75,64.25,23.98,28
18179,44,30.85,82.97,7.86,27
18180,13,25.53,60.85,15.98,32
18181,41,92.74,78.09,21.37,58
18182,38,57.92,79.6,19.34,35
18183,17,70.42,67.44,11.82,48
18184,47,95.1,61.69,9.2,43
18185,21,91.26,83.23,14.07,32
18186,46,60.24,72.63,5.32,13
18187,29,61.01,67.66,19.34,49
18188,29,65.04,71.49,7.57,45
18189,6,59.73,94.19,9.89,14
18190,33,44.72,68.2,12.75,53
18191,9,44.74,90.89,19.84,41
18192,18,22.12,66.18,19.64,39
18193,18,91.91,72.58,8.72,45
18194,28,79.63,82.16,12.45,45
18195,20,32.96,61.84,8.52,52
18196,35,82.41,84.11,14.52,39
18197,50,74.94,76.88,24.54,67
18198,28,77.84,93.14,15.66,42
18199,20,20.93,62.4,13.06,21
18200,34,39.2,87.12,17.51,23
18201,50,97.86,74.64,15.04,59
18202,49,93.43,85.75,18.62,49
18203,30,78.82,64.21,13.21,50
18204,27,42.7,92.98,24.06,29
18205,41,97.69,85.83,11.9,66
18206,39,72.63,88.48,13.25,38
18207,6,54.47,91.84,19.52,52
18208,8,45.76,83.67,5.99,17
18209,8,40.44,82.74,14.32,30
18210,49,66.22,97.89,14.18,12
18211,48,59.17,96.95,10.44,27
18212,41,67.4,81.46,9.81,15
18213,43,84.21,99.86,16.97,16
18214,31,62.87,77.4,16.46,65
18215,6,50.34,99.37,10.35,36
18216,22,88.1,70.29,5.94,66
18217,18,57.83,68.59,5.9,41
18218,20,26.91,80.27,15.63,51
18219,5,53.93,97.23,19.81,64
18220,15,95.57,63.78,18.07,29
18221,29,45.9,74.87,15.44,62
18222,13,20.46,73.93,8.47,32
18223,43,64.51,98.72,23.72,47
18224,16,94.22,78.45,17.5,51
18225,28,64.64,77.14,19.7,12
18226,33,94.85,65.91,24.64,13
18227,40,84.68,78.06,23.76,66
18228,19,48.37,97.43,11.28,11
18229,33,64.66,78.06,12.84,64
18230,32,94.49,67.09,14.57,18
18231,16,54.48,74.67,12.61,12
18232,43,69.17,93.38,8.88,28
18233,20,56.87,67.63,12.54,30
18234,29,84.82,88.15,18.19,58
18235,48,90.21,64.27,16.61,32
18236,5,59.51,75.24,13.48,11
18237,33,73.27,94.91,24.72,29
18238,11,92.12,97.92,22.84,36
18239,41,49.21,87.69,17.58,43
18240,49,83.16,98.02,16.88,24
18241,28,72.73,64.95,21.8,23
18242,16,60.94,80.2,22.52,36
18243,43,85.85,94.1,24.85,10
18244,46,95.28,91.82,11.37,63
18245,17,29.93,66.13,14.45,16
18246,33,78.41,84.02,18.04,12
18247,22,36.84,77.12,17.25,40
18248,5,28.7,87.57,14.55,62
18249,36,93.58,68.55,24.23,27
18250,18,33.98,90.16,19.73,59
18251,30,36.79,68.77,15.06,47
18252,7,37.89,97.81,11.77,22
18253,15,38.11,83.21,22.04,34
18254,39,77.01,67.32,12.1,28
18255,36,43.75,94.26,7.26,16
18256,36,24.13,74.33,21.16,31
18257,28,45.46,75.95,12.52,49
18258,41,93.1,74.43,10.31,11
18259,31,52.17,89.55,14.02,26
18260,50,62.34,94.85,11.14,29
18261,30,96.44,81.83,14.59,24
18262,35,76.7,80.63,16.74,68
18263,6,75.41,65.38,6.39,38
18264,41,53.05,90.35,18.67,68
18265,48,94.99,90.69,16.3,66
18266,29,81.57,60.34,8.12,13
18267,15,27.24,67.53,10.77,38
18268,42,34.6,78.94,21.92,67
18269,8,46.46,78.7,19.94,34
18270,36,83.19,74.6,22.67,10
18271,37,81.44,81.54,11.4,18
18272,19,51.94,86.7,5.1,25
18273,45,35.42,76.66,20.31,15
18274,7,29.81,73.58,6.65,31
18275,6,78.24,93.8,22.04,33
18276,46,80.0,63.96,11.23,35
18277,49,44.5,84.32,8.97,56
18278,16,31.79,94.5,20.31,65
18279,12,53.58,76.95,9.36,42
18280,45,62.11,71.09,15.75,18
18281,23,32.9,81.02,10.72,35
18282,16,92.01,80.19,6.38,55
18283,28,24.38,81.86,24.29,53
18284,31,28.13,63.96,22.75,39
18285,50,51.8,74.67,20.42,55
18286,38,27.74,86.69,11.64,35
18287,16,83.55,64.88,23.87,45
18288,16,54.78,75.46,13.49,25
18289,46,79.96,96.41,13.52,34
18290,41,36.8,73.52,15.0,14
18291,40,35.36,96.91,17.93,62
18292,5,24.83,78.6,11.05,65
18293,23,56.7,94.98,21.97,16
18294,10,70.29,67.69,18.4,66
18295,38,28.64,79.42,16.2,38
18296,9,22.75,66.1,9.93,57
18297,49,99.35,70.6,15.3,70
18298,17,24.33,62.7,6.03,28
18299,21,33.28,74.75,12.85,50
18300,36,48.36,86.0,11.83,44
18301,40,51.89,75.77,8.74,57
18302,22,74.46,96.39,22.23,40
18303,32,69.7,61.76,20.24,24
18304,43,21.82,78.99,13.84,22
18305,35,87.07,60.81,16.12,55
18306,23,33.1,91.37,13.14,57
18307,34,76.37,65.61,21.57,38
18308,44,75.24,84.23,24.7,54
18309,16,28.2,72.18,17.46,28
18310,19,79.65,97.6,20.49,53
18311,50,41.88,79.59,6.46,36
18312,38,50.88,75.99,11.64,35
18313,36,42.22,71.18,22.81,45
18314,19,90.45,74.63,16.3,47
18315,45,59.22,73.68,7.75,14
18316,15,33.5,93.66,15.37,29
18317,10,69.41,94.12,10.67,31
18318,17,36.63,80.96,14.4,66
18319,27,56.12,83.84,24.67,63
18320,28,40.13,80.0,7.09,64
18321,48,59.96,70.05,19.98,18
18322,32,51.36,93.51,9.24,11
18323,17,48.09,86.25,22.6,13
18324,35,63.77,61.1,11.66,56
18325,42,44.36,81.02,19.22,60
18326,30,30.21,92.01,21.3,50
18327,10,69.08,70.84,18.94,53
18328,7,84.22,73.64,21.12,15
18329,39,76.9,60.59,15.19,41
18330,40,95.04,77.9,11.65,61
18331,33,96.33,96.36,10.24,42
18332,24,22.97,61.7,24.01,19
18333,10,24.61,73.49,5.16,49
18334,23,25.21,63.96,10.45,57
18335,48,55.47,74.16,24.34,21
18336,41,65.46,81.55,12.03,30
18337,45,72.62,97.06,18.39,58
18338,14,86.36,84.66,15.66,50
18339,10,30.02,76.28,20.25,46
18340,23,58.71,75.21,18.31,69
18341,19,38.76,86.59,19.99,50
18342,5,51.48,91.16,18.3,17
18343,44,70.42,66.28,24.39,25
18344,7,72.86,92.32,9.75,70
18345,6,94.69,69.83,6.99,29
18346,20,69.6,86.37,7.02,63
18347,14,98.94,93.61,21.81,26
18348,33,97.4,84.23,8.19,31
18349,39,89.51,88.1,18.6,12
18350,34,50.13,64.98,9.61,55
18351,28,55.57,77.36,14.33,17
18352,26,95.5,81.69,14.17,33
18353,28,59.16,64.95,6.78,53
18354,41,90.09,94.96,12.86,48
18355,43,95.98,60.31,21.71,53
18356,10,58.37,66.85,21.56,45
18357,15,92.36,60.43,14.23,50
18358,16,44.76,79.97,5.29,53
18359,15,29.12,60.39,18.66,57
18360,9,97.54,99.55,12.39,53
18361,48,60.08,71.83,22.38,14
18362,46,93.9,81.04,15.02,46
18363,13,33.81,78.2,7.57,46
18364,25,69.92,67.69,15.63,29
18365,41,59.08,66.63,20.37,52
18366,46,47.93,96.66,16.57,19
18367,16,65.87,82.04,10.95,37
18368,29,37.71,69.37,24.09,54
18369,13,59.79,60.11,5.99,21
18370,6,61.83,96.73,9.91,58
18371,46,81.45,71.21,14.93,14
18372,45,52.38,99.41,12.38,39
18373,19,61.25,68.45,21.45,30
18374,39,91.83,69.64,19.75,10
18375,19,36.77,60.14,10.18,30
18376,31,62.21,62.84,16.05,56
18377,12,24.67,66.67,21.68,32
18378,40,70.58,60.83,23.01,47
18379,30,61.6,91.14,11.43,56
18380,42,48.86,60.04,16.33,12
18381,30,98.89,95.83,10.73,51
18382,24,26.1,68.28,15.57,45
18383,43,94.69,82.93,13.11,43
18384,13,96.63,97.66,18.05,31
18385,33,60.34,84.43,23.59,22
18386,11,71.79,64.49,23.88,69
18387,40,25.72,79.33,12.08,65
18388,33,34.46,84.75,19.77,53
18389,21,29.32,99.23,20.58,11
18390,29,62.84,98.48,19.78,22
18391,20,66.85,60.33,16.08,43
18392,35,44.83,63.98,13.44,56
18393,30,77.87,92.88,9.8,39
18394,22,42.25,64.23,15.44,45
18395,7,45.06,71.73,24.07,37
18396,43,65.58,77.88,14.51,66
18397,32,94.49,71.81,15.93,34
18398,36,82.48,60.35,17.46,18
18399,24,52.75,72.86,13.68,63
18400,44,89.62,62.94,5.61,46
18401,14,92.4,72.87,8.4,41
18402,18,99.32,74.63,13.06,49
18403,6,81.75,88.09,20.67,67
18404,48,75.01,68.1,13.95,12
18405,17,54.25,86.83,16.93,50
18406,49,29.52,62.72,11.01,59
18407,24,87.07,71.03,9.83,61
18408,13,81.03,90.71,18.23,69
18409,23,28.01,76.84,17.33,30
18410,13,71.26,60.04,22.73,20
18411,19,88.2,90.41,6.24,23
18412,20,45.3,70.22,24.55,69
18413,37,27.66,61.77,14.61,57
18414,26,27.8,84.2,7.58,52
18415,26,97.67,69.46,21.07,28
18416,17,98.03,78.23,16.99,59
18417,23,64.18,92.82,8.75,62
18418,29,35.29,73.26,20.51,30
18419,43,98.02,85.97,5.89,31
18420,36,46.83,87.35,6.13,36
18421,5,89.44,88.32,13.3,13
18422,19,22.41,93.94,22.4,20
18423,5,44.77,68.3,18.46,21
18424,14,73.16,69.42,22.56,58
18425,41,54.83,84.95,13.21,57
18426,5,42.41,66.18,7.84,16
18427,17,66.48,74.64,20.45,15
18428,8,64.92,92.14,6.15,16
18429,7,28.87,81.8,8.04,24
18430,28,44.26,65.88,8.9,37
18431,48,46.2,97.69,11.51,49
18432,47,84.56,68.43,17.65,35
18433,37,42.4,94.49,16.1,27
18434,13,90.25,89.66,9.37,22
18435,22,89.43,79.25,8.5,19
18436,14,20.06,71.31,20.08,35
18437,21,33.7,68.59,13.94,23
18438,36,59.19,69.13,24.02,14
18439,13,89.61,90.74,15.79,70
18440,27,20.38,69.11,18.91,59
18441,50,31.09,62.33,23.3,31
18442,17,85.7,73.52,22.65,52
18443,26,73.9,70.55,10.94,60
18444,15,70.33,97.72,22.69,51
18445,33,22.6,60.13,12.32,64
18446,28,41.48,81.4,23.22,17
18447,29,66.68,95.89,19.13,28
18448,7,28.11,68.36,15.21,66
18449,13,51.3,79.79,10.07,61
18450,19,56.78,72.6,23.1,21
18451,22,43.86,75.5,23.67,49
18452,45,26.51,69.27,22.55,29
18453,22,27.42,86.05,6.75,47
18454,16,39.44,83.39,7.43,60
18455,37,60.93,92.33,18.73,22
18456,42,63.02,65.62,23.33,36
18457,18,42.88,81.75,22.01,46
18458,34,75.41,99.19,11.95,42
18459,46,83.38,95.61,9.61,20
18460,40,36.6,92.8,19.29,52
18461,46,70.1,81.79,7.53,46
18462,24,51.51,81.5,6.01,17
18463,8,39.92,69.17,6.47,12
18464,36,88.52,62.95,7.64,51
18465,14,58.97,94.04,17.91,17
18466,37,61.38,66.29,20.13,23
18467,35,56.59,62.05,5.47,17
18468,31,79.54,66.95,13.4,36
18469,33,70.04,75.87,5.31,57
18470,13,62.57,66.65,24.61,41
18471,29,78.56,63.73,12.99,60
18472,23,67.6,99.04,5.39,39
18473,15,77.29,74.84,21.04,55
18474,47,77.68,75.26,17.52,68
18475,23,80.96,70.46,24.43,22
18476,14,45.77,68.67,15.51,38
18477,19,83.89,62.11,24.99,62
18478,48,46.68,62.53,24.34,37
18479,39,59.55,72.23,18.65,30
18480,38,94.98,95.76,15.73,35
18481,14,29.84,81.18,20.9,42
18482,44,54.77,64.8,13.8,15
18483,17,64.09,62.27,11.01,65
18484,33,55.77,91.69,15.67,60
18485,18,50.43,84.64,12.58,38
18486,11,20.25,60.54,6.15,10
18487,32,51.72,65.57,22.58,34
18488,6,61.37,70.19,24.35,26
18489,24,67.47,63.75,24.89,68
18490,33,64.97,84.82,14.63,17
18491,26,63.24,96.2,13.98,30
18492,17,71.01,89.88,6.94,33
18493,19,30.07,75.97,6.86,64
18494,22,70.9,60.91,16.41,30
18495,47,68.49,79.95,24.53,51
18496,42,30.17,71.07,6.64,70
18497,26,26.9,70.94,24.85,16
18498,20,38.07,84.45,18.91,44
18499,48,50.02,97.14,10.29,20
18500,10,28.97,83.53,20.1,58
18501,23,44.65,69.13,23.48,28
18502,38,53.06,66.16,24.96,65
18503,29,71.41,90.87,15.36,66
18504,35,74.43,99.5,14.18,16
18505,49,48.74,81.68,19.92,62
18506,41,20.88,80.53,6.83,56
18507,36,55.2,87.34,17.47,23
18508,38,55.07,78.58,6.01,41
18509,43,31.61,71.69,17.66,54
18510,39,57.11,98.15,5.89,16
18511,23,29.2,94.05,7.27,32
18512,32,84.95,83.47,22.66,40
18513,47,52.19,79.29,21.36,27
18514,28,53.64,83.89,22.29,63
18515,13,38.03,81.75,16.24,48
18516,36,50.08,61.15,21.74,65
18517,42,71.84,75.2,17.69,20
18518,32,38.25,99.35,8.34,17
18519,20,39.04,85.15,23.07,32
18520,40,83.77,93.25,17.3,31
18521,45,89.74,64.45,18.77,29
18522,6,36.9,64.67,24.37,33
18523,40,93.92,94.96,8.9,20
18524,15,48.17,85.46,24.54,34
18525,30,80.58,87.23,12.54,14
18526,48,65.92,94.18,24.66,33
18527,49,88.39,68.52,11.55,40
18528,33,47.06,75.85,17.88,42
18529,15,73.76,73.59,16.57,44
18530,30,53.09,93.37,15.91,47
18531,47,68.76,72.3,12.79,52
18532,43,92.08,89.38,17.8,14
18533,9,38.68,98.15,10.18,16
18534,47,86.12,69.24,20.1,20
18535,42,65.81,99.58,22.03,48
18536,21,62.89,80.18,5.05,52
18537,45,57.96,83.42,22.41,24
18538,12,46.02,66.3,10.16,52
18539,22,67.62,79.09,23.31,29
18540,50,49.02,94.59,14.43,46
18541,30,29.34,91.24,18.38,59
18542,27,20.14,85.26,7.24,47
18543,24,36.64,69.68,14.79,36
18544,31,27.34,67.27,13.45,52
18545,41,58.84,75.22,9.97,61
18546,12,49.05,74.76,12.72,69
18547,44,61.21,88.88,9.53,12
18548,40,62.32,93.05,13.23,36
18549,41,93.34,83.31,15.17,15
18550,10,69.09,72.22,22.97,31
18551,45,22.31,69.95,10.97,45
18552,19,47.72,99.48,22.84,24
18553,32,72.18,89.96,22.0,69
18554,39,86.97,88.74,9.11,57
18555,35,77.11,82.41,20.46,24
18556,27,38.12,76.89,6.4,30
18557,45,88.28,62.63,15.34,30
18558,28,94.85,88.51,10.36,12
18559,48,46.23,69.94,9.23,23
18560,25,74.11,89.31,23.95,19
18561,41,44.29,61.47,8.33,66
18562,15,46.39,78.33,17.37,63
18563,5,80.93,96.42,7.56,63
18564,20,69.06,82.5,15.1,10
18565,38,49.22,69.11,23.46,49
18566,22,77.93,82.14,8.19,37
18567,7,42.88,61.43,21.9,40
18568,50,36.52,64.89,10.52,16
18569,33,89.37,93.09,8.28,34
18570,19,58.69,90.6,21.35,55
18571,22,24.34,79.3,18.0,36
18572,23,20.07,92.07,8.2,27
18573,17,51.49,98.88,6.07,17
18574,17,51.31,81.93,12.1,13
18575,10,65.78,62.92,20.66,49
18576,37,94.27,76.66,5.83,61
18577,47,63.55,80.17,16.65,38
18578,40,49.89,79.54,13.65,41
18579,32,79.02,79.54,23.76,63
18580,32,37.03,85.42,13.72,58
18581,8,62.96,74.92,22.42,65
18582,21,86.99,93.72,22.15,30
18583,43,74.0,74.6,9.44,14
18584,14,24.15,76.39,12.87,10
18585,33,87.61,98.06,18.2,49
18586,38,54.38,97.87,19.94,32
18587,45,45.6,91.91,5.12,59
18588,18,31.42,62.21,13.14,59
18589,13,61.14,71.16,17.54,30
18590,7,60.89,92.14,24.63,26
18591,46,96.96,72.49,21.69,49
18592,13,95.81,98.87,9.45,17
18593,49,97.54,93.81,13.21,19
18594,15,21.65,92.38,15.0,13
18595,49,72.33,73.92,6.82,69
18596,22,71.66,98.26,15.51,36
18597,42,25.55,77.36,22.47,61
18598,44,62.28,75.83,22.2,52
18599,30,54.2,79.22,21.12,24
18600,27,62.53,99.85,23.93,27
18601,11,59.38,63.11,10.1,59
18602,45,39.19,92.15,23.81,47
18603,48,93.6,87.07,13.67,67
18604,15,94.75,65.67,18.54,51
18605,49,95.89,90.79,18.78,47
18606,44,81.72,88.94,12.01,59
18607,27,87.76,81.58,22.88,15
18608,16,97.2,60.77,19.39,23
18609,49,30.01,80.45,9.73,29
18610,13,82.0,84.62,8.9,22
18611,16,81.49,99.21,24.87,14
18612,32,94.83,68.41,20.04,45
18613,29,79.93,81.85,21.74,17
18614,30,44.03,71.91,19.14,61
18615,23,33.63,85.24,17.32,17
18616,21,21.9,99.95,20.59,21
18617,27,71.73,84.97,13.38,32
18618,15,33.93,85.04,7.12,64
18619,26,43.46,60.76,17.93,14
18620,39,83.73,64.89,18.82,22
18621,14,97.52,97.04,13.18,45
18622,26,53.74,85.66,9.21,13
18623,13,43.68,81.07,12.18,55
18624,23,95.97,61.78,21.92,25
18625,41,59.12,71.01,15.48,32
18626,44,52.63,70.7,21.5,46
18627,7,83.78,78.38,19.73,55
18628,29,43.13,92.35,18.48,57
18629,18,23.04,94.48,8.58,63
18630,38,88.74,63.67,15.24,32
18631,17,40.21,82.32,11.42,49
18632,12,29.02,86.62,14.14,42
18633,32,94.22,73.71,9.26,35
18634,35,25.43,62.65,8.21,38
18635,5,77.52,95.29,6.79,39
18636,29,22.84,83.8,19.63,41
18637,25,91.66,80.02,10.79,58
18638,28,41.56,76.43,7.89,30
18639,50,77.46,90.69,15.09,27
18640,38,93.22,67.02,17.16,18
18641,6,86.27,98.32,15.35,45
18642,29,71.0,94.54,6.08,11
18643,37,35.46,83.79,21.64,66
18644,20,74.0,68.82,10.16,44
18645,30,25.43,89.08,7.16,60
18646,7,53.15,85.92,17.7,17
18647,36,87.08,96.99,16.3,16
18648,13,23.8,62.5,16.29,70
18649,18,22.11,75.66,9.59,49
18650,40,44.25,82.85,10.83,19
18651,25,49.07,60.1,8.27,64
18652,28,24.85,95.3,24.34,31
18653,6,87.23,99.12,21.8,46
18654,48,46.38,80.07,24.83,50
18655,6,62.95,94.05,19.84,25
18656,21,43.84,72.49,14.52,49
18657,19,51.19,68.64,7.65,29
18658,26,64.53,71.19,16.17,66
18659,38,48.33,63.21,12.42,62
18660,18,60.66,95.49,19.64,41
18661,26,92.82,62.59,14.03,15
18662,35,74.69,80.46,12.21,27
18663,21,65.89,91.43,14.63,17
18664,50,70.75,80.12,17.75,53
18665,18,38.28,89.24,10.07,70
18666,47,40.73,78.86,5.72,52
18667,23,37.71,74.1,10.44,18
18668,49,66.29,65.25,21.72,27
18669,46,83.72,81.42,7.71,68
18670,26,81.87,83.98,19.71,10
18671,13,60.57,60.2,9.51,25
18672,13,45.72,77.07,5.03,20
18673,15,72.5,63.99,14.64,30
18674,20,36.33,92.37,20.13,34
18675,15,46.09,86.1,23.08,68
18676,15,71.59,79.35,24.14,33
18677,40,45.01,69.72,20.48,63
18678,22,98.84,99.65,23.43,34
18679,41,23.18,77.44,20.4,25
18680,28,61.18,98.16,23.48,50
18681,35,50.92,66.53,20.82,62
18682,49,64.33,85.72,24.65,30
18683,5,99.26,63.71,11.58,68
18684,30,51.07,74.23,11.77,17
18685,17,32.16,91.13,16.96,67
18686,22,40.87,72.92,20.79,49
18687,13,85.27,98.3,23.03,65
18688,32,56.88,87.71,23.64,69
18689,47,44.65,98.51,7.94,44
18690,30,54.96,66.28,11.68,54
18691,15,92.8,78.7,10.39,21
18692,31,26.49,83.62,23.62,68
18693,33,39.77,74.44,8.28,28
18694,21,77.78,92.47,5.14,20
18695,30,48.36,97.47,5.05,67
18696,34,84.0,97.01,16.45,50
18697,5,78.69,92.63,11.24,70
18698,33,97.94,96.65,8.92,17
18699,39,97.4,75.47,13.58,33
18700,46,37.12,68.24,11.37,65
18701,48,24.16,79.64,24.06,12
18702,22,86.83,61.38,15.0,31
18703,36,55.53,99.94,19.59,52
18704,10,65.84,94.8,9.21,29
18705,29,48.22,77.49,12.37,20
18706,47,64.82,60.47,10.15,56
18707,48,78.0,87.33,14.2,57
18708,12,26.79,96.59,16.69,52
18709,15,74.67,60.44,8.61,67
18710,32,67.2,88.22,7.97,64
18711,30,57.62,84.17,5.18,46
18712,14,64.33,99.96,19.72,48
18713,50,98.42,65.28,11.47,69
18714,31,35.44,67.71,16.95,28
18715,29,20.98,71.28,5.9,34
18716,17,26.66,90.9,24.24,20
18717,28,65.4,72.25,22.1,35
18718,39,31.43,67.04,10.57,28
18719,46,58.05,84.0,8.37,49
18720,30,55.65,75.27,16.67,25
18721,32,89.02,86.89,14.47,52
18722,17,33.05,64.35,9.74,34
18723,40,69.64,97.38,9.87,22
18724,43,43.11,71.77,13.93,58
18725,11,80.78,92.23,24.89,65
18726,49,69.23,97.89,8.41,43
18727,31,76.53,72.32,23.68,53
18728,33,57.86,83.23,7.11,62
18729,13,31.66,83.63,18.66,60
18730,34,30.94,97.55,8.49,17
18731,13,57.16,99.62,19.13,67
18732,11,96.37,68.52,5.1,42
18733,12,46.17,70.48,19.12,38
18734,35,39.79,88.73,7.62,13
18735,49,82.18,80.21,15.06,49
18736,29,32.43,62.72,18.85,18
18737,29,45.36,60.0,7.51,47
18738,14,35.18,73.09,6.43,68
18739,12,36.58,97.13,16.97,33
18740,13,98.29,83.55,8.19,37
18741,43,39.69,86.49,17.53,52
18742,14,66.21,78.3,15.82,65
18743,37,33.03,90.03,11.79,10
18744,41,52.69,73.71,16.61,36
18745,16,25.59,98.47,8.13,23
18746,46,33.41,82.41,7.75,37
18747,18,96.68,68.05,6.48,40
18748,19,75.74,64.13,13.07,18
18749,6,64.3,84.48,20.35,70
18750,12,28.45,73.55,11.69,10
18751,21,23.79,76.37,6.83,55
18752,37,50.76,96.48,16.1,46
18753,20,32.11,98.53,22.07,21
18754,49,23.98,71.02,23.09,62
18755,50,23.22,80.32,5.45,31
18756,48,60.89,99.54,20.31,67
18757,16,40.16,66.94,15.25,16
18758,13,92.98,62.83,12.11,29
18759,15,43.22,70.46,23.34,61
18760,49,54.25,60.4,19.12,13
18761,25,95.22,69.53,18.85,45
18762,41,50.63,82.2,13.51,40
18763,31,37.61,90.46,23.04,17
18764,11,94.83,96.65,18.24,19
18765,36,70.27,98.91,18.36,33
18766,17,37.35,68.06,16.73,22
18767,27,79.43,88.39,9.75,43
18768,15,67.71,69.2,21.52,21
18769,33,83.5,80.1,8.24,34
18770,11,46.29,63.44,5.76,55
18771,14,92.68,68.66,21.56,40
18772,14,93.49,63.8,8.48,30
18773,10,97.35,79.65,17.01,38
18774,33,69.41,87.02,15.55,23
18775,34,95.88,97.03,24.95,65
18776,16,44.57,77.43,16.77,38
18777,17,89.68,94.25,24.9,65
18778,42,77.32,77.9,22.44,34
18779,49,93.34,69.35,24.91,10
18780,40,21.18,86.4,21.44,61
18781,32,64.1,93.27,16.2,62
18782,44,28.06,96.71,23.96,70
18783,31,44.23,84.73,6.62,50
18784,42,66.15,78.74,19.7,58
18785,37,29.12,98.61,6.5,42
18786,37,98.39,64.43,14.47,41
18787,30,56.82,94.02,18.64,39
18788,30,67.48,78.05,6.93,32
18789,13,45.25,83.17,18.49,50
18790,34,64.52,94.49,19.16,23
18791,47,73.73,63.82,21.9,42
18792,8,65.04,80.52,5.02,20
18793,10,64.55,66.7,10.52,62
18794,16,50.55,98.62,16.15,64
18795,11,31.7,61.54,18.41,68
18796,15,51.41,93.34,9.92,68
18797,15,94.4,60.24,13.09,53
18798,39,53.04,64.07,19.46,47
18799,17,48.97,73.11,20.68,12
18800,11,66.99,72.39,20.73,48
18801,15,32.12,81.47,19.73,69
18802,30,53.91,86.38,17.35,22
18803,18,22.16,85.99,19.24,45
18804,42,28.41,68.82,15.5,65
18805,30,44.8,96.06,7.67,50
18806,17,46.92,64.86,11.24,30
18807,24,98.83,62.09,16.04,51
18808,41,91.15,87.38,22.33,17
18809,18,41.83,82.41,24.21,39
18810,49,28.75,72.56,9.08,11
18811,19,52.26,90.41,24.09,68
18812,49,93.88,94.48,22.92,13
18813,24,64.86,95.8,20.71,46
18814,35,32.24,88.13,16.01,65
18815,35,65.81,62.91,12.13,17
18816,45,32.14,73.63,10.08,58
18817,37,47.45,78.62,10.54,58
18818,39,95.24,76.11,22.34,36
18819,13,85.64,65.99,12.82,67
18820,42,31.87,68.97,12.39,10
18821,45,75.83,74.52,8.72,14
18822,27,43.52,87.33,19.23,47
18823,35,86.13,75.76,5.2,54
